date,pickup_limit,rent_limit,ratings_total,trips,request_limit,not_available,availability,return_limit,price_per_day,car_id,car_disabled
2019-03-16,0,0,54,108,0,1,"This car isn’t available",0,44,1146,0
2019-03-16,0,0,28,35,0,0,none,0,84,1947,0
2019-03-16,0,0,2,2,1,0,"This car must be requested at least 1 day in advance at this location",0,65,1940,0
2019-03-16,0,1,none,none,0,0,"This car must be rented for at least 1 week.",0,99,2212,0
2019-03-16,0,0,none,none,0,0,none,0,125,235,0
2019-03-16,0,0,80,93,0,1,"This car isn’t available",0,47,1950,0
2019-03-16,0,0,48,63,0,1,"This car isn’t available",0,43,1216,0
2019-03-16,0,0,2,2,0,0,none,0,82,246,0
2019-03-16,0,0,69,86,0,1,"This car isn’t available",0,49,1959,0
2019-03-16,0,0,8,8,1,0,"This car must be requested at least 1 day in advance at this location",0,74,1245,0
2019-03-16,0,0,36,39,0,0,none,0,118,1248,0
2019-03-16,0,0,118,146,0,1,"This car isn’t available",0,28,286,0
2019-03-16,0,0,none,none,0,0,"This vehicle has been disabled by the owner",0,88,302,1
2019-03-16,0,0,7,10,0,1,"This car isn’t available",0,57,1268,0
2019-03-16,0,0,55,94,0,1,"This car isn’t available",0,68,1280,0
2019-03-16,0,0,19,18,0,1,"This car isn’t available",0,34,2229,0
2019-03-16,0,0,none,2,0,1,"This car isn’t available",0,29,2234,0
2019-03-16,0,0,27,30,0,1,"This car isn’t available",0,77,1315,0
2019-03-16,0,0,15,16,0,1,"This car isn’t available",0,67,1320,0
2019-03-16,0,0,101,162,0,1,"This car isn’t available",0,64,342,0
2019-03-16,0,0,36,50,0,1,"This car isn’t available",0,45,1334,0
2019-03-16,0,1,6,9,0,0,"This car must be rented for at least 1 week.",0,200,2238,0
2019-03-16,0,0,6,6,0,0,none,0,33,1344,0
2019-03-16,0,0,71,83,0,1,"This car isn’t available",0,99,1355,0
2019-03-16,0,0,134,148,0,1,"This car isn’t available",0,88,384,0
2019-03-16,0,0,34,44,0,1,"This car isn’t available",0,27,1370,0
2019-03-16,0,0,133,170,0,0,none,0,38,1397,0
2019-03-16,0,0,10,10,0,1,"This car isn’t available",0,63,402,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,39,411,0
2019-03-16,0,0,75,98,0,1,"This car isn’t available",0,44,426,0
2019-03-16,0,0,17,18,0,1,"This car isn’t available",0,119,435,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,53,1411,0
2019-03-16,0,0,7,7,0,1,"This car isn’t available",0,106,2033,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,145,2247,0
2019-03-16,1,0,13,11,0,0,"The owner is available for pickup from 12:00 PM to 8:00 PM on Sundays",0,45,477,0
2019-03-16,0,0,3,3,0,0,none,0,34,1444,0
2019-03-16,0,0,45,61,0,1,"This car isn’t available",0,26,1452,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,197,1458,0
2019-03-16,1,0,2,2,0,0,"The owner isn’t available for pickup or return from Mar 12 at 10:00 PM to Mar 20 at 10:00 PM",1,48,2252,0
2019-03-16,0,0,48,55,0,1,"This car isn’t available",0,49,1489,0
2019-03-16,0,0,4,6,0,1,"This car isn’t available",0,34,1493,0
2019-03-16,0,0,none,1,0,0,none,0,75,509,0
2019-03-16,0,0,9,10,0,1,"This car isn’t available",0,35,536,0
2019-03-16,0,0,13,13,0,1,"This car isn’t available",0,98,551,0
2019-03-16,0,0,26,27,0,0,none,0,67,559,0
2019-03-16,0,0,4,3,0,0,none,0,165,1533,0
2019-03-16,0,0,9,8,0,1,"This car isn’t available",0,69,2059,0
2019-03-16,0,0,6,6,0,0,none,0,50,574,0
2019-03-16,1,0,37,41,0,0,"The owner isn’t available for pickup or return from Mar 22 at 11:00 PM to Mar 24 at 11:00 PM",1,42,1559,0
2019-03-16,0,0,11,18,0,1,"This car isn’t available",0,42,1566,0
2019-03-16,0,0,48,52,0,1,"This car isn’t available",0,74,2078,0
2019-03-16,1,0,12,12,0,0,"The owner is available for pickup from 12:00 AM to 6:00 AM and 1:00 PM to 11:30 PM on Saturdays",0,37,604,0
2019-03-16,0,0,17,23,0,1,"This car isn’t available",0,45,1581,0
2019-03-16,0,0,45,48,0,0,none,0,27,616,0
2019-03-16,0,0,15,14,0,1,"This car isn’t available",0,24,1607,0
2019-03-16,0,0,16,16,0,1,"This car isn’t available",0,44,629,0
2019-03-16,0,0,23,26,0,0,none,0,32,640,0
2019-03-16,0,0,37,52,0,0,none,0,30,1643,0
2019-03-16,0,0,73,82,0,1,"This car isn’t available",0,89,1650,0
2019-03-16,0,0,2,7,0,1,"This car isn’t available",0,43,2099,0
2019-03-16,0,0,none,none,0,0,none,0,55,662,0
2019-03-16,0,0,10,10,0,1,"This car isn’t available",0,169,1669,0
2019-03-16,0,0,3,2,0,1,"This car isn’t available",0,61,1674,0
2019-03-16,0,0,28,31,0,1,"This car isn’t available",0,49,687,0
2019-03-16,0,0,23,28,0,0,none,0,93,1695,0
2019-03-16,0,0,none,1,0,0,none,0,108,1706,0
2019-03-16,0,0,7,11,0,0,none,0,69,1714,0
2019-03-16,0,0,14,15,0,1,"This car isn’t available",0,53,2135,0
2019-03-16,0,0,57,79,0,1,"This car isn’t available",0,41,1747,0
2019-03-16,0,0,9,9,0,0,none,0,98,1765,0
2019-03-16,0,0,17,18,0,1,"This car isn’t available",0,200,1781,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,31,2154,0
2019-03-16,0,0,none,1,1,0,"This car must be requested at least 1 day in advance at this location",0,89,741,0
2019-03-16,0,0,35,38,0,1,"This car isn’t available",0,28,765,0
2019-03-16,0,0,4,4,0,1,"This car isn’t available",0,27,1800,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,37,1808,0
2019-03-16,0,0,10,11,0,1,"This car isn’t available",0,45,1823,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,86,712,0
2019-03-16,0,0,45,54,0,1,"This car isn’t available",0,28,1826,0
2019-03-16,0,0,59,87,0,1,"This car isn’t available",0,50,5,0
2019-03-16,1,0,none,none,0,0,"The owner isn’t available for pickup or return from Mar 23 at 6:00 AM to Mar 27 at 11:00 AM",1,46,800,0
2019-03-16,0,0,31,34,0,1,"This car isn’t available",0,70,805,0
2019-03-16,0,0,none,1,1,0,"This car must be requested at least 2 days in advance at this location",0,79,809,0
2019-03-16,0,0,9,11,0,1,"This car isn’t available",0,47,826,0
2019-03-16,0,0,8,8,0,0,none,0,45,2307,0
2019-03-16,0,0,19,19,0,0,none,0,29,839,0
2019-03-16,0,0,49,59,0,1,"This car isn’t available",0,30,879,0
2019-03-16,0,0,20,24,0,1,"This car isn’t available",0,40,878,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,104,908,0
2019-03-16,0,0,2,1,0,0,none,0,120,1862,0
2019-03-16,0,0,26,28,0,1,"This car isn’t available",0,24,938,0
2019-03-16,0,0,8,12,0,1,"This car isn’t available",0,31,2180,0
2019-03-16,0,0,34,35,0,1,"This car isn’t available",0,106,50,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,121,949,0
2019-03-16,0,0,61,80,0,0,none,0,129,1870,0
2019-03-16,0,0,21,30,0,1,"This car isn’t available",0,50,978,0
2019-03-16,0,0,20,23,0,1,"This car isn’t available",0,24,71,0
2019-03-16,0,0,62,83,0,1,"This car isn’t available",0,39,87,0
2019-03-16,0,0,19,21,0,0,none,0,88,991,0
2019-03-16,0,0,none,none,0,0,none,0,59,1005,0
2019-03-16,0,0,6,7,1,0,"This car must be requested at least 2 days in advance at this location",0,56,100,0
2019-03-16,0,0,none,none,0,0,none,0,70,104,0
2019-03-16,0,0,105,139,0,1,"This car isn’t available",0,26,136,0
2019-03-16,0,0,6,6,0,1,"This car isn’t available",0,60,1022,0
2019-03-16,0,0,3,3,0,0,none,0,299,2194,0
2019-03-16,0,0,132,165,0,1,"This car isn’t available",0,45,1044,0
2019-03-16,1,0,7,14,0,0,"The owner is available for pickup from 4:00 PM to 10:00 PM on Sundays",0,150,1907,0
2019-03-16,0,0,7,8,0,1,"This car isn’t available",0,46,1908,0
2019-03-16,0,0,10,16,0,1,"This car isn’t available",0,43,166,0
2019-03-16,0,0,32,31,0,1,"This car isn’t available",0,34,1090,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,199,1097,0
2019-03-16,0,0,32,38,0,0,none,0,138,181,0
2019-03-16,0,0,13,11,0,1,"This car isn’t available",0,97,1136,0
2019-03-16,0,0,43,60,0,1,"This car isn’t available",0,56,185,0
2019-03-16,0,0,13,16,0,1,"This car isn’t available",0,39,194,0
2019-03-16,0,0,4,4,0,1,"This car isn’t available",0,95,1936,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,28,1155,0
2019-03-16,0,0,176,196,0,1,"This car isn’t available",0,64,215,0
2019-03-16,0,0,66,76,0,1,"This car isn’t available",0,44,1174,0
2019-03-16,0,0,30,36,0,0,none,0,39,1189,0
2019-03-16,0,0,22,34,0,1,"This car isn’t available",0,37,1197,0
2019-03-16,0,0,10,11,0,1,"This car isn’t available",0,48,234,0
2019-03-16,0,0,40,61,0,1,"This car isn’t available",0,26,1206,0
2019-03-16,0,0,none,none,0,0,none,0,44,1954,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,94,2323,0
2019-03-16,0,0,118,160,0,1,"This car isn’t available",0,47,1238,0
2019-03-16,0,0,52,65,0,1,"This car isn’t available",0,27,2221,0
2019-03-16,0,0,13,16,0,1,"This car isn’t available",0,143,288,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,29,298,0
2019-03-16,0,0,35,37,0,1,"This car isn’t available",0,78,1263,0
2019-03-16,0,0,40,50,0,1,"This car isn’t available",0,33,313,0
2019-03-16,0,0,26,38,0,0,none,0,42,320,0
2019-03-16,0,0,21,21,0,0,none,0,60,325,0
2019-03-16,0,0,none,none,0,0,none,0,750,1977,0
2019-03-16,0,0,4,6,0,1,"This car isn’t available",0,34,1306,0
2019-03-16,0,0,17,20,0,1,"This car isn’t available",0,57,1987,0
2019-03-16,0,0,none,none,0,0,"This listing is no longer available on Turo",0,55,353,0
2019-03-16,0,0,2,3,0,1,"This car isn’t available",0,58,1332,0
2019-03-16,0,0,none,none,0,0,none,0,42,1995,0
2019-03-16,0,0,51,68,0,1,"This car isn’t available",0,40,361,0
2019-03-16,0,0,16,18,0,1,"This car isn’t available",0,30,1999,0
2019-03-16,0,0,31,34,0,0,none,0,94,379,0
2019-03-16,1,0,21,29,0,0,"The owner isn’t available for pickup or return from Mar 13 at 10:30 PM to Mar 30 at 11:30 PM",1,28,401,0
2019-03-16,0,0,35,44,0,0,none,0,27,1370,0
2019-03-16,0,0,136,193,0,1,"This car isn’t available",0,45,1378,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,179,1403,0
2019-03-16,0,0,43,53,0,0,none,0,114,429,0
2019-03-16,0,0,3,8,0,1,"This car isn’t available",0,37,438,0
2019-03-16,0,0,24,29,0,1,"This car isn’t available",0,65,1412,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,25,2034,0
2019-03-16,0,0,10,11,0,0,none,0,41,2246,0
2019-03-16,0,0,35,47,0,1,"This car isn’t available",0,45,461,0
2019-03-16,0,0,23,23,0,1,"This car isn’t available",0,33,2248,0
2019-03-16,0,0,17,24,0,1,"This car isn’t available",0,48,491,0
2019-03-16,0,0,14,16,0,1,"This car isn’t available",0,57,2044,0
2019-03-16,0,0,19,21,1,0,"This car must be requested at least 2 days in advance at this location",0,46,1482,0
2019-03-16,0,0,124,179,0,1,"This car isn’t available",0,36,1486,0
2019-03-16,0,0,9,9,1,0,"This car must be requested at least 1 day in advance at this location",0,69,516,0
2019-03-16,0,0,34,38,0,1,"This car isn’t available",0,60,526,0
2019-03-16,0,0,43,47,0,1,"This car isn’t available",0,40,1510,0
2019-03-16,0,0,112,149,0,1,"This car isn’t available",0,49,542,0
2019-03-16,1,0,53,58,0,0,"The owner is available for pickup from 1:00 PM to 8:00 PM on Sundays",0,40,555,0
2019-03-16,0,0,24,26,0,1,"This car isn’t available",0,45,1524,0
2019-03-16,0,0,16,17,0,0,none,0,158,1538,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,142,2069,0
2019-03-16,0,0,30,33,0,1,"This car isn’t available",0,57,1557,0
2019-03-16,0,0,4,5,0,0,none,0,50,1564,0
2019-03-16,0,0,29,37,0,0,none,0,32,1576,0
2019-03-16,0,0,35,49,0,1,"This car isn’t available",0,41,600,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,69,612,0
2019-03-16,0,0,21,25,0,1,"This car isn’t available",0,32,613,0
2019-03-16,0,0,31,33,0,1,"This car isn’t available",0,39,619,0
2019-03-16,0,0,6,15,0,1,"This car isn’t available",0,41,622,0
2019-03-16,0,0,13,31,0,0,"This vehicle has been disabled by the owner",0,42,638,1
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,62,2281,0
2019-03-16,0,0,24,25,0,1,"This car isn’t available",0,74,1647,0
2019-03-16,0,0,12,14,0,1,"This car isn’t available",0,42,650,0
2019-03-16,0,0,23,27,0,0,none,0,72,1658,0
2019-03-16,0,0,46,57,0,0,none,0,28,2339,0
2019-03-16,0,0,none,none,0,0,none,0,88,1668,0
2019-03-16,0,0,16,17,0,1,"This car isn’t available",0,79,675,0
2019-03-16,1,0,17,23,0,0,"The owner isn’t available for pickup or return from Mar 13 at 10:30 PM to Mar 30 at 11:30 PM",1,35,1688,0
2019-03-16,0,0,4,3,0,0,none,0,50,716,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 2 days in advance at this location",0,89,721,0
2019-03-16,0,0,67,90,0,1,"This car isn’t available",0,48,1723,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 week in advance at this location",0,69,1728,0
2019-03-16,0,0,145,250,0,1,"This car isn’t available",0,49,1748,0
2019-03-16,0,0,55,71,0,1,"This car isn’t available",0,230,1768,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,35,1776,0
2019-03-16,0,0,29,30,0,1,"This car isn’t available",0,57,736,0
2019-03-16,0,0,4,4,1,0,"This car must be requested at least 1 day in advance at this location",0,28,2152,0
2019-03-16,0,0,27,32,0,1,"This car isn’t available",0,40,762,0
2019-03-16,0,0,4,4,0,0,none,0,27,1800,0
2019-03-16,0,0,25,35,0,1,"This car isn’t available",0,19,778,0
2019-03-16,0,0,10,11,0,1,"This car isn’t available",0,45,1823,0
2019-03-16,0,0,3,4,0,1,"This car isn’t available",0,28,1702,0
2019-03-13,0,1,none,none,0,0,"This car can be rented for 5 days at most.",0,320,787,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,59,806,0
2019-03-13,0,0,38,47,0,0,none,0,39,17,0
2019-03-13,0,0,45,55,0,1,"This car isn’t available",0,35,828,0
2019-03-13,0,0,19,19,0,1,"This car isn’t available",0,29,839,0
2019-03-13,0,0,37,49,0,1,"This car isn’t available",0,41,876,0
2019-03-13,0,0,89,96,0,1,"This car isn’t available",0,25,899,0
2019-03-13,0,0,53,63,0,0,none,0,49,907,0
2019-03-13,0,0,12,12,0,0,none,0,55,921,0
2019-03-13,0,0,13,14,0,1,"This car isn’t available",0,39,43,0
2019-03-13,0,0,16,18,0,0,none,0,100,55,0
2019-03-13,0,0,12,15,0,0,none,0,110,960,0
2019-03-13,0,0,14,18,0,1,"This car isn’t available",0,34,970,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,35,982,0
2019-03-13,0,0,61,82,0,1,"This car isn’t available",0,39,87,0
2019-03-13,0,0,181,231,0,1,"This car isn’t available",0,28,1012,0
2019-03-13,0,0,67,73,0,0,none,0,52,1007,0
2019-03-13,0,0,none,none,0,0,none,0,70,104,0
2019-03-13,0,0,14,17,0,1,"This car isn’t available",0,39,1025,0
2019-03-13,0,0,8,8,0,1,"This car isn’t available",0,44,1040,0
2019-03-13,0,0,74,92,0,0,none,0,243,1054,0
2019-03-13,0,0,64,67,0,1,"This car isn’t available",0,44,1073,0
2019-03-13,0,0,9,10,0,0,none,0,97,160,0
2019-03-13,0,0,none,none,1,0,"This car must be requested at least 2 days in advance at this location",0,32,168,0
2019-03-13,0,0,65,77,0,0,none,0,99,1114,0
2019-03-13,0,0,53,52,0,1,"This car isn’t available",0,131,1135,0
2019-03-13,0,0,22,28,0,1,"This car isn’t available",0,55,190,0
2019-03-13,0,0,54,107,0,1,"This car isn’t available",0,46,1146,0
2019-03-13,0,0,88,103,0,1,"This car isn’t available",0,28,1142,0
2019-03-13,0,0,8,8,0,1,"This car isn’t available",0,119,213,0
2019-03-13,0,0,3,3,0,0,none,0,69,222,0
2019-03-13,0,0,17,23,0,0,none,0,89,232,0
2019-03-13,0,0,4,6,0,0,none,0,91,236,0
2019-03-13,1,0,38,60,0,0,"The owner isn’t available for pickup or return from Mar 20 at 1:30 AM to Mar 20 at 5:30 PM",1,26,1206,0
2019-03-13,0,0,6,5,0,1,"This car isn’t available",0,61,1226,0
2019-03-13,0,0,79,107,0,0,none,0,128,1241,0
2019-03-13,0,0,none,3,0,0,none,0,37,273,0
2019-03-13,0,0,23,23,0,1,"This car isn’t available",0,125,1253,0
2019-03-13,0,0,72,104,0,1,"This car isn’t available",0,39,299,0
2019-03-13,0,0,12,14,0,1,"This car isn’t available",0,39,316,0
2019-03-13,0,0,41,46,0,1,"This car isn’t available",0,39,1274,0
2019-03-13,0,0,6,8,0,0,none,0,41,328,0
2019-03-13,0,0,7,9,0,1,"This car isn’t available",0,122,337,0
2019-03-13,0,0,none,none,1,0,"This car must be requested at least 2 days in advance at this location",0,41,1310,0
2019-03-13,0,0,43,60,0,1,"This car isn’t available",0,40,1321,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,65,1343,0
2019-03-13,0,0,25,25,0,1,"This car isn’t available",0,30,1359,0
2019-03-13,0,0,15,13,1,0,"This car must be requested at least 1 day in advance at this location",0,36,383,0
2019-03-13,0,0,7,10,0,0,none,0,63,402,0
2019-03-13,0,0,27,38,1,0,"This car must be requested at least 1 day in advance at this location",0,33,1385,0
2019-03-13,0,0,104,152,0,1,"This car isn’t available",0,99,1400,0
2019-03-13,0,0,133,170,0,1,"This car isn’t available",0,39,1397,0
2019-03-13,0,1,none,none,0,0,"This car can be rented for 5 days at most.",0,250,1428,0
2019-03-13,0,0,60,65,0,1,"This car isn’t available",0,219,445,0
2019-03-13,0,0,9,10,0,1,"This car isn’t available",0,36,1431,0
2019-03-13,0,0,6,6,0,1,"This car isn’t available",0,38,471,0
2019-03-13,0,0,12,14,0,1,"This car isn’t available",0,49,1471,0
2019-03-13,0,0,57,62,0,0,none,0,75,1468,0
2019-03-13,1,0,120,161,0,0,"The owner isn’t available for pickup or return from Mar 20 at 1:30 AM to Mar 20 at 5:30 PM",1,40,510,0
2019-03-13,0,0,76,82,0,1,"This car isn’t available",0,185,1496,0
2019-03-13,0,0,42,59,0,1,"This car isn’t available",0,35,530,0
2019-03-13,0,0,2,2,0,1,"This car isn’t available",0,68,1518,0
2019-03-13,0,0,15,16,0,0,none,0,157,1538,0
2019-03-13,0,0,73,92,0,1,"This car isn’t available",0,64,1537,0
2019-03-13,0,0,22,32,0,1,"This car isn’t available",0,49,567,0
2019-03-13,0,0,11,13,0,0,none,0,99,1561,0
2019-03-13,0,0,97,107,0,1,"This car isn’t available",0,121,1579,0
2019-03-13,0,0,22,25,0,0,none,0,49,1580,0
2019-03-13,0,0,10,12,1,0,"This car must be requested at least 1 day in advance at this location",0,77,1590,0
2019-03-13,0,0,35,38,0,1,"This car isn’t available",0,37,1608,0
2019-03-13,0,0,16,16,0,1,"This car isn’t available",0,46,629,0
2019-03-13,0,0,4,5,0,1,"This car isn’t available",0,125,1640,0
2019-03-13,1,0,104,149,0,0,"The owner isn’t available for pickup or return from Mar 20 at 1:30 AM to Mar 20 at 5:30 PM",1,45,1626,0
2019-03-13,0,0,12,14,0,1,"This car isn’t available",0,42,650,0
2019-03-13,0,0,2,3,0,1,"This car isn’t available",0,40,656,0
2019-03-13,0,0,10,22,0,0,none,0,31,669,0
2019-03-13,0,0,6,7,0,0,none,0,89,688,0
2019-03-13,0,0,14,19,0,1,"This car isn’t available",0,33,1700,0
2019-03-13,0,0,30,32,0,1,"This car isn’t available",0,29,715,0
2019-03-13,0,0,20,23,0,1,"This car isn’t available",0,34,704,0
2019-03-13,0,0,17,19,0,1,"This car isn’t available",0,34,1732,0
2019-03-13,0,0,147,177,0,1,"This car isn’t available",0,37,1740,0
2019-03-13,0,0,18,19,0,1,"This car isn’t available",0,90,1771,0
2019-03-13,0,0,36,42,0,1,"This car isn’t available",0,34,1780,0
2019-03-13,0,0,22,28,0,1,"This car isn’t available",0,41,734,0
2019-03-13,0,0,none,1,1,0,"This car must be requested at least 1 day in advance at this location",0,89,741,0
2019-03-13,0,0,71,79,0,0,none,0,105,775,0
2019-03-13,0,0,126,157,0,0,none,0,38,1813,0
2019-03-13,0,0,10,11,0,1,"This car isn’t available",0,45,1823,0
2019-03-13,0,0,14,15,0,1,"This car isn’t available",0,59,1448,0
2019-03-16,0,0,31,37,0,1,"This car isn’t available",0,39,2165,0
2019-03-16,0,0,23,26,0,1,"This car isn’t available",0,189,11,0
2019-03-16,0,0,9,10,0,0,none,0,325,798,0
2019-03-16,0,0,22,23,0,1,"This car isn’t available",0,34,2171,0
2019-03-16,0,0,39,47,0,1,"This car isn’t available",0,36,17,0
2019-03-16,0,0,51,58,0,1,"This car isn’t available",0,32,829,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,59,856,0
2019-03-16,0,0,17,21,0,1,"This car isn’t available",0,129,1854,0
2019-03-16,0,0,57,63,0,1,"This car isn’t available",0,78,885,0
2019-03-16,0,0,34,37,0,0,"This vehicle has been disabled by the owner",0,34,894,1
2019-03-16,0,0,69,80,0,1,"This car isn’t available",0,85,1860,0
2019-03-16,0,0,12,12,0,0,none,0,55,921,0
2019-03-16,0,0,26,28,0,1,"This car isn’t available",0,24,938,0
2019-03-16,1,0,31,32,0,0,"The owner isn’t available for pickup or return from Mar 13 at 8:00 PM to Mar 17 at 8:00 PM",1,57,38,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,121,949,0
2019-03-16,0,0,18,21,0,1,"This car isn’t available",0,138,955,0
2019-03-16,0,0,24,25,0,1,"This car isn’t available",0,50,983,0
2019-03-16,0,0,31,35,0,1,"This car isn’t available",0,34,974,0
2019-03-16,0,0,27,33,0,1,"This car isn’t available",0,27,81,0
2019-03-16,0,0,none,none,0,0,none,0,69,1879,0
2019-03-16,0,0,38,47,0,1,"This car isn’t available",0,31,1892,0
2019-03-16,0,0,29,35,0,1,"This car isn’t available",0,51,1884,0
2019-03-16,0,0,27,34,0,1,"This car isn’t available",0,55,1887,0
2019-03-16,0,0,34,43,0,1,"This car isn’t available",0,24,127,0
2019-03-16,0,0,19,21,0,1,"This car isn’t available",0,165,1023,0
2019-03-16,0,0,75,102,0,1,"This car isn’t available",0,88,1028,0
2019-03-16,0,0,none,10,0,1,"This car isn’t available",0,43,2195,0
2019-03-16,0,0,84,129,0,1,"This car isn’t available",0,45,1071,0
2019-03-16,0,0,48,50,0,1,"This car isn’t available",0,29,1068,0
2019-03-16,0,0,98,111,0,1,"This car isn’t available",0,25,148,0
2019-03-16,1,0,11,12,0,0,"The owner is available for pickup from 5:00 AM to 7:30 AM and 3:30 PM to 8:30 PM on Sundays",0,26,158,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,87,2201,0
2019-03-16,0,0,38,45,0,1,"This car isn’t available",0,45,1110,0
2019-03-16,0,0,97,120,0,1,"This car isn’t available",0,49,1121,0
2019-03-16,0,0,53,52,0,1,"This car isn’t available",0,131,1135,0
2019-03-16,0,0,52,59,0,1,"This car isn’t available",0,209,197,0
2019-03-16,0,0,21,29,0,1,"This car isn’t available",0,55,206,0
2019-03-16,0,0,3,4,0,1,"This car isn’t available",0,52,1168,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,48,1179,0
2019-03-16,0,0,20,22,0,1,"This car isn’t available",0,50,217,0
2019-03-16,0,0,49,54,0,0,none,0,65,229,0
2019-03-16,0,0,9,8,0,0,"This vehicle has been disabled by the owner",0,90,1190,1
2019-03-16,0,0,138,146,0,1,"This car isn’t available",0,68,248,0
2019-03-16,0,0,24,26,0,0,none,0,107,1209,0
2019-03-16,0,0,11,11,1,0,"This car must be requested at least 1 day in advance at this location",0,67,1222,0
2019-03-16,0,0,30,43,0,1,"This car isn’t available",0,42,265,0
2019-03-16,0,0,21,21,0,1,"This car isn’t available",0,119,271,0
2019-03-16,0,0,6,6,0,1,"This car isn’t available",0,31,278,0
2019-03-16,0,0,94,111,0,1,"This car isn’t available",0,50,2224,0
2019-03-16,0,0,158,195,0,1,"This car isn’t available",0,30,1259,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,30,304,0
2019-03-16,0,0,99,125,0,1,"This car isn’t available",0,37,318,0
2019-03-16,0,0,38,56,0,0,none,0,30,1288,0
2019-03-16,0,0,13,13,0,1,"This car isn’t available",0,43,2233,0
2019-03-16,0,0,42,44,0,1,"This car isn’t available",0,116,334,0
2019-03-16,0,0,24,32,0,1,"This car isn’t available",0,48,1982,0
2019-03-16,0,0,44,48,0,1,"This car isn’t available",0,40,1325,0
2019-03-16,0,0,23,34,0,0,none,0,34,1335,0
2019-03-16,0,0,36,42,0,0,"This vehicle has been disabled by the owner",0,31,1329,1
2019-03-16,0,0,48,65,0,1,"This car isn’t available",0,39,374,0
2019-03-16,0,0,8,6,0,1,"This car isn’t available",0,161,366,0
2019-03-16,0,0,24,29,0,1,"This car isn’t available",0,39,371,0
2019-03-16,0,0,18,22,0,1,"This car isn’t available",0,134,1371,0
2019-03-16,0,0,31,46,0,1,"This car isn’t available",0,27,2011,0
2019-03-16,0,0,83,128,0,1,"This car isn’t available",0,44,403,0
2019-03-16,0,0,105,152,0,1,"This car isn’t available",0,99,1400,0
2019-03-16,0,0,41,47,0,1,"This car isn’t available",0,47,419,0
2019-03-16,0,0,16,17,0,1,"This car isn’t available",0,54,2028,0
2019-03-16,0,0,33,33,0,1,"This car isn’t available",0,50,1422,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,25,2034,0
2019-03-16,0,0,29,48,0,1,"This car isn’t available",0,50,448,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,198,453,0
2019-03-16,0,0,75,89,0,1,"This car isn’t available",0,29,1450,0
2019-03-16,0,0,11,14,0,1,"This car isn’t available",0,50,485,0
2019-03-16,0,0,7,12,0,0,none,0,68,498,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,88,2045,0
2019-03-16,0,0,29,34,0,1,"This car isn’t available",0,36,1469,0
2019-03-16,0,0,71,93,0,1,"This car isn’t available",0,48,505,0
2019-03-16,0,0,12,11,0,0,none,0,128,525,0
2019-03-16,0,0,7,14,0,0,none,0,98,546,0
2019-03-16,0,0,112,149,0,1,"This car isn’t available",0,49,542,0
2019-03-16,0,0,28,33,0,1,"This car isn’t available",0,49,560,0
2019-03-16,0,0,19,32,0,1,"This car isn’t available",0,48,1521,0
2019-03-16,0,0,71,81,0,1,"This car isn’t available",0,35,562,0
2019-03-16,0,0,40,51,0,1,"This car isn’t available",0,44,566,0
2019-03-16,0,0,17,40,0,1,"This car isn’t available",0,43,1560,0
2019-03-16,0,0,58,80,0,1,"This car isn’t available",0,39,582,0
2019-03-16,0,0,17,26,0,1,"This car isn’t available",0,42,585,0
2019-03-16,0,0,6,7,0,1,"This car isn’t available",0,39,591,0
2019-03-16,0,0,34,45,0,1,"This car isn’t available",0,93,1582,0
