,extras,car_id
3829,One-way trip,17
3830,Post-trip cleaning,848
3831,Portable GPS,830
3832,Unlimited mileage,853
3833,Post-trip cleaning,859
3834,Prepaid refuel,890
3843,Prepaid refuel,29
3844,Portable GPS,32
3845,One-way trip,38
3846,Post-trip cleaning,54
3847,Child safety seat,61
3848,Unlimited mileage,960
3849,Prepaid refuel,964
3850,Prepaid refuel,972
3851,Child safety seat,69
3852,Post-trip cleaning,73
3853,Unlimited mileage,79
3854,Prepaid refuel,988
3863,Child safety seat,1036
3864,Prepaid refuel,1039
3865,Prepaid refuel,1049
3866,Prepaid refuel,1060
3867,Post-trip cleaning,1082
3868,Child safety seat,1075
3869,Child safety seat,155
3870,Phone mount,1089
3871,Post-trip cleaning,1092
3872,Post-trip cleaning,1095
3873,Cooler,176
3874,Portable GPS,179
3883,Prepaid refuel,1173
3884,Camp chair,1176
3885,Post-trip cleaning,221
3886,Prepaid refuel,1184
3887,Prepaid refuel,231
3888,Child safety seat,1188
3889,Cooler,237
3890,Portable WiFi hotspot,239
3891,Prepaid EV recharge,1193
3892,Post-trip cleaning,1214
3893,Prepaid refuel,1227
3894,Unlimited mileage,1210
3903,One-way trip,316
3904,Child safety seat,1292
3905,Post-trip cleaning,345
3906,Child safety seat,340
3907,Unlimited mileage,349
3908,Post-trip cleaning,1306
3909,Post-trip cleaning,1320
3910,Child safety seat,1329
3911,Post-trip cleaning,1334
3912,Post-trip cleaning,1351
3913,One-way trip,366
3914,Portable WiFi hotspot,367
3923,Portable GPS,1402
3924,Prepaid refuel,434
3925,Prepaid refuel,1420
3926,Portable WiFi hotspot,444
3927,One-way trip,1422
3928,Portable GPS,446
3929,Portable GPS,470
3930,Child safety seat,463
3931,Post-trip cleaning,474
3932,Post-trip cleaning,467
3933,Prepaid EV recharge,1443
3934,Unlimited mileage,1454
3943,Skateboard,527
3944,Pet fee,1495
3945,Child safety seat,532
3946,Unlimited mileage,546
3947,Post-trip cleaning,552
3948,Post-trip cleaning,557
3949,Post-trip cleaning,1526
3950,Child safety seat,1535
3951,Unlimited mileage,1547
3952,Unlimited mileage,1558
3953,Portable GPS,562
3954,Child safety seat,580
3963,Prepaid refuel,625
3964,Portable GPS,629
3965,Post-trip cleaning,640
3966,Cooler,1617
3967,Portable GPS,1635
3968,Post-trip cleaning,1625
3969,Post-trip cleaning,1629
3970,Child safety seat,1647
3971,Post-trip cleaning,1653
3972,Post-trip cleaning,1657
3973,Child safety seat,1661
3974,Post-trip cleaning,1671
3983,Prepaid refuel,720
3984,Unlimited mileage,1717
3985,Post-trip cleaning,1722
3986,Post-trip cleaning,1725
3987,Child safety seat,1747
3988,Picnic basket,1759
3989,Unlimited mileage,1766
3990,Portable GPS,725
3991,Child safety seat,731
3992,Child safety seat,742
3993,Post-trip cleaning,769
3994,Unlimited mileage,773
4003,Post-trip cleaning,1831
4004,Portable GPS,2163
4005,Prepaid refuel,1833
4006,Post-trip cleaning,2175
4007,Post-trip cleaning,1840
4008,Post-trip cleaning,1851
4009,Post-trip cleaning,2178
4010,Phone mount,1868
4011,Post-trip cleaning,1877
4012,Prepaid refuel,1887
4013,One-way trip,1899
4014,Child safety seat,1906
4023,Portable GPS,1966
4024,Prepaid refuel,1970
4025,Post-trip cleaning,1982
4026,One-way trip,1988
4027,Prepaid refuel,1992
4028,Post-trip cleaning,2004
4029,Prepaid refuel,2018
4030,One-way trip,2020
4031,Portable GPS,2026
4032,Unlimited mileage,2246
4033,Post-trip cleaning,2043
4034,Post-trip cleaning,2049
4043,Post-trip cleaning,2105
4044,Helmet,2114
4045,Post-trip cleaning,2293
4046,Post-trip cleaning,2119
4047,Prepaid refuel,2129
4048,Post-trip cleaning,2138
4049,Unlimited mileage,2143
4050,Post-trip cleaning,2150
4051,Unlimited mileage,2302
4052,Prepaid refuel,2161
4053,Post-trip cleaning,2073
4054,Unlimited mileage,2345
4169,Unlimited mileage,797
4170,Portable GPS,43
4171,Cooler,1032
4172,Camp table,1176
4173,Post-trip cleaning,332
4174,Child safety seat,1407
4175,Portable GPS,529
4176,Prepaid refuel,636
4177,Child safety seat,1717
4178,Prepaid refuel,2165
4179,Inverter,2229
4180,Post-trip cleaning,2113
4181,Portable WiFi hotspot,5
4182,Gear rack,38
4183,Prepaid refuel,1051
4184,Post-trip cleaning,1181
4185,Unlimited mileage,1296
4186,Tablet,1411
4187,Prepaid refuel,1499
4188,Prepaid refuel,633
4189,Child safety seat,1736
4190,Cooler,1834
4191,Phone mount,1982
4192,Post-trip cleaning,2296
4193,Post-trip cleaning,806
4194,Post-trip cleaning,944
4195,Child safety seat,1077
4196,Post-trip cleaning,227
4197,Portable GPS,346
4198,Unlimited mileage,444
4199,Post-trip cleaning,1503
4200,Prepaid refuel,644
4201,Portable GPS,1739
4202,Post-trip cleaning,2172
4203,Unlimited mileage,1990
4204,Child safety seat,2123
4205,Picnic basket,807
4206,Unlimited mileage,63
4207,Post-trip cleaning,1083
4208,Unlimited mileage,1196
4209,Prepaid refuel,1304
4210,Post-trip cleaning,1423
4211,Phone mount,553
4212,Post-trip cleaning,1636
4213,Post-trip cleaning,1743
4214,Child safety seat,1849
4215,Post-trip cleaning,1992
4216,Child safety seat,2131
4217,Post-trip cleaning,17
4218,Unlimited mileage,953
4219,Child safety seat,1076
4220,Cooler,1189
4221,Portable GPS,1308
4222,Portable GPS,451
4223,Phone mount,558
4224,Post-trip cleaning,1642
4225,Prepaid refuel,1760
4226,One-way trip,1853
4227,One-way trip,2008
4228,Cooler,2140
4229,Post-trip cleaning,814
4230,Child safety seat,968
4231,Unlimited mileage,168
4232,Child safety seat,1189
4233,Child safety seat,1328
4234,Unlimited mileage,462
4235,Unlimited mileage,1528
4236,Unlimited mileage,1645
4237,Prepaid refuel,1769
4238,Post-trip cleaning,2181
4239,Phone mount,2016
4240,Post-trip cleaning,2144
4241,Prepaid refuel,826
4242,Prepaid refuel,974
4243,Pet fee,1089
4244,One-way trip,242
4245,Child safety seat,1325
4246,Bike rack,464
4247,Unlimited mileage,1545
4248,Prepaid refuel,1648
4249,Unlimited mileage,729
4250,Unlimited mileage,1872
4251,Child safety seat,2030
4252,Child safety seat,2298
4253,Phone mount,831
4254,Child safety seat,71
4255,Post-trip cleaning,1097
4256,Post-trip cleaning,250
4257,Phone mount,1338
4258,Child safety seat,1440
4259,Air mattress,1555
4260,Camera,659
4261,Unlimited mileage,749
4262,Unlimited mileage,1882
4263,Prepaid refuel,2033
4264,Unlimited mileage,2157
4265,Pet fee,854
4266,Post-trip cleaning,82
4267,Post-trip cleaning,172
4268,Prepaid refuel,1217
4269,Post-trip cleaning,363
4270,Post-trip cleaning,484
4271,Roof rack,1559
4272,Child safety seat,1658
4273,Post-trip cleaning,767
4274,Post-trip cleaning,1895
4275,Unlimited mileage,2250
4276,Phone mount,2270
4277,Prepaid refuel,865
4278,Prepaid refuel,93
4279,Post-trip cleaning,1117
4280,Prepaid refuel,1224
4281,Pet fee,376
4282,Post-trip cleaning,1456
4283,Prepaid refuel,1561
4284,Unlimited mileage,1666
4285,Child safety seat,762
4286,Post-trip cleaning,1912
4287,Post-trip cleaning,2052
4288,Unlimited mileage,2310
4289,Post-trip cleaning,884
4290,Unlimited mileage,1005
4291,Child safety seat,187
4292,Post-trip cleaning,1260
4293,Portable GPS,387
4294,Camping gear,496
4295,Prepaid refuel,1570
4296,Child safety seat,676
4297,Unlimited mileage,1790
4298,Phone mount,1921
4299,Unlimited mileage,2059
4300,One-way trip,2330
4303,Prepaid refuel,800
4304,Prepaid refuel,13
4305,Post-trip cleaning,21
4306,Prepaid refuel,16
4307,Inverter,823
4308,Prepaid refuel,825
4309,Child safety seat,850
4310,Post-trip cleaning,839
4311,Prepaid refuel,870
4312,Portable GPS,879
4313,Post-trip cleaning,868
4323,Stroller,47
4324,Prepaid EV recharge,944
4325,Prepaid refuel,61
4326,Post-trip cleaning,952
4327,Child safety seat,967
4328,Child safety seat,979
4329,Portable GPS,980
4330,Prepaid refuel,73
4331,Child safety seat,987
4332,Prepaid refuel,998
4333,Phone mount,992
4343,Child safety seat,1055
4344,Camping tent,1060
4345,Pet fee,1083
4346,Post-trip cleaning,149
4347,Post-trip cleaning,167
4348,Camera,159
4349,Prepaid refuel,164
4350,Child safety seat,1095
4351,Prepaid refuel,1115
4352,Prepaid refuel,1105
4353,Post-trip cleaning,1121
4363,Beach gear,221
4364,Child safety seat,226
4365,Post-trip cleaning,232
4366,Prepaid refuel,1198
4367,Child safety seat,1202
4368,Post-trip cleaning,241
4369,Post-trip cleaning,248
4370,Post-trip cleaning,1206
4371,Prepaid refuel,1208
4372,Post-trip cleaning,1224
4373,Prepaid refuel,1212
4383,Child safety seat,336
4384,Phone mount,1298
4385,Cooler,1304
4386,Child safety seat,1306
4387,Child safety seat,1327
4388,Unlimited mileage,1325
4389,Prepaid refuel,1334
4390,Prepaid refuel,1351
4391,Post-trip cleaning,374
4392,Prepaid refuel,1356
4393,Portable GPS,377
4403,Child safety seat,442
4404,Post-trip cleaning,1414
4405,Child safety seat,1417
4406,Post-trip cleaning,450
4407,Unlimited mileage,461
4408,Post-trip cleaning,1436
4409,Unlimited mileage,478
4410,Prepaid refuel,482
4411,Post-trip cleaning,485
4412,Post-trip cleaning,1446
4413,Prepaid refuel,1447
4423,Post-trip cleaning,542
4424,Portable GPS,1502
4425,Prepaid refuel,552
4426,Unlimited mileage,1514
4427,Prepaid refuel,559
4428,Post-trip cleaning,1537
4429,Portable GPS,1552
4430,Pet fee,1558
4431,Post-trip cleaning,571
4432,Child safety seat,566
4433,Post-trip cleaning,1578
4443,Prepaid refuel,640
4444,Post-trip cleaning,644
4445,Phone mount,1620
4446,One-way trip,1641
4447,Prepaid refuel,647
4448,Prepaid refuel,1647
4449,Child safety seat,1653
4450,Prepaid refuel,1657
4451,Cooler,667
4452,Child safety seat,1671
4453,Post-trip cleaning,1680
4463,Post-trip cleaning,1736
4464,Child safety seat,1739
4465,Post-trip cleaning,1742
4466,Pet fee,1753
4467,Post-trip cleaning,1766
4468,Post-trip cleaning,727
4469,Sports gear,748
4470,Prepaid refuel,766
4471,Child safety seat,744
4472,Unlimited mileage,762
4473,Camping tent,1787
4483,Post-trip cleaning,1833
4484,Unlimited mileage,2172
4485,One-way trip,1840
4486,Post-trip cleaning,1852
4487,Post-trip cleaning,2179
4488,Bike,1868
4489,Post-trip cleaning,1880
4490,Prepaid refuel,1888
4491,Post-trip cleaning,2194
4492,One-way trip,1906
4493,Cooler,1918
4503,Pet fee,1982
4504,Portable GPS,1988
4505,Post-trip cleaning,2238
4506,Portable WiFi hotspot,2004
4507,Post-trip cleaning,2013
4508,Prepaid refuel,2025
4509,Prepaid refuel,2031
4510,Post-trip cleaning,2246
4511,Prepaid refuel,2043
4512,Portable GPS,2049
4513,Unlimited mileage,2262
4523,Post-trip cleaning,2288
4524,Prepaid refuel,2119
4525,Prepaid refuel,2127
4526,Unlimited mileage,2135
4527,One-way trip,2141
4528,Prepaid refuel,2156
4529,Helmet,2303
4530,Unlimited mileage,2161
4531,Phone mount,2267
4532,Prepaid refuel,2309
4533,Post-trip cleaning,2321
4659,Post-trip cleaning,817
4660,Prepaid refuel,54
4661,Post-trip cleaning,1077
4662,Post-trip cleaning,1186
4663,Post-trip cleaning,342
4664,Unlimited mileage,1421
4665,Post-trip cleaning,546
4666,Prepaid refuel,1617
4667,Prepaid refuel,1725
4668,Prepaid refuel,2176
4669,Phone mount,1988
4670,Prepaid refuel,2123
4671,Cooler,819
4672,Post-trip cleaning,63
4673,Unlimited mileage,1069
4674,Child safety seat,232
4675,Prepaid refuel,349
4676,Post-trip cleaning,1418
4677,Post-trip cleaning,553
4678,Unlimited mileage,1620
4679,One-way trip,1747
4680,Prepaid refuel,1849
4681,Unlimited mileage,2239
4682,Post-trip cleaning,2131
4683,Prepaid EV recharge,820
4684,Prepaid refuel,960
4685,Prepaid refuel,149
4686,Camping gear,236
4687,One-way trip,1308
4688,Child safety seat,451
4689,Prepaid refuel,1514
4690,Prepaid refuel,1625
4691,Post-trip cleaning,1760
4692,Child safety seat,1853
4693,Child safety seat,2008
4694,Prepaid refuel,2135
4695,Post-trip cleaning,24
4696,Prepaid refuel,965
4697,Post-trip cleaning,1087
4698,Child safety seat,237
4699,Post-trip cleaning,354
4700,Post-trip cleaning,471
4701,Post-trip cleaning,1519
4702,Prepaid refuel,1630
4703,Post-trip cleaning,1769
4704,One-way trip,2180
4705,Portable GPS,2016
4706,Prepaid refuel,2144
4707,One-way trip,848
4708,Unlimited mileage,974
4709,Prepaid refuel,159
4710,One-way trip,1192
4711,Unlimited mileage,1330
4712,Unlimited mileage,1436
4713,Post-trip cleaning,1552
4714,Prepaid refuel,650
4715,Portable WiFi hotspot,729
4716,One-way trip,1870
4717,Post-trip cleaning,2021
4718,Prepaid refuel,2298
4719,Stroller,851
4720,Prepaid refuel,981
4721,Child safety seat,1093
4722,Post-trip cleaning,244
4723,Child safety seat,1338
4724,Prepaid refuel,474
4725,Post-trip cleaning,1549
4726,Post-trip cleaning,659
4727,Pet fee,735
4728,Prepaid refuel,1881
4729,Portable GPS,2032
4730,Child safety seat,2157
4731,Post-trip cleaning,854
4732,Phone mount,986
4733,Unlimited mileage,172
4734,Prepaid refuel,1207
4735,Portable GPS,362
4736,Post-trip cleaning,469
4737,Prepaid refuel,569
4738,Bike rack,665
4739,Unlimited mileage,1782
4740,One-way trip,1890
4741,Post-trip cleaning,2037
4742,Prepaid refuel,2271
4743,Unlimited mileage,862
4744,Prepaid refuel,86
4745,Prepaid refuel,1102
4746,Post-trip cleaning,1233
4747,Pet fee,366
4748,Unlimited mileage,1450
4749,Prepaid refuel,564
4750,Prepaid refuel,670
4751,Post-trip cleaning,761
4752,Post-trip cleaning,2196
4753,Post-trip cleaning,2051
4754,Prepaid refuel,2268
4755,Phone mount,876
4756,Prepaid refuel,993
4757,Prepaid refuel,1128
4758,Post-trip cleaning,1240
4759,Prepaid refuel,371
4760,Post-trip cleaning,493
4761,Portable GPS,1578
4762,Prepaid refuel,683
4763,Post-trip cleaning,775
4764,Child safety seat,1920
4765,Post-trip cleaning,2257
4766,Post-trip cleaning,2349
4767,Portable GPS,888
4768,Unlimited mileage,1017
4769,Sleeping bag,192
4770,Child safety seat,296
4771,Post-trip cleaning,1374
4772,Truck bed cover,503
4773,Cooler,609
4774,Snowboard,689
4775,Unlimited mileage,1792
4776,Post-trip cleaning,2207
4777,Post-trip cleaning,2071
4778,Roof rack,2339
4783,Prepaid refuel,14
4784,Post-trip cleaning,22
4785,Child safety seat,23
4786,Camera,848
4787,Portable WiFi hotspot,830
4788,Post-trip cleaning,853
4789,Prepaid refuel,859
4790,Prepaid refuel,864
4791,Unlimited mileage,895
4792,Portable GPS,876
4803,Pet fee,63
4804,Post-trip cleaning,960
4805,Prepaid refuel,967
4806,Prepaid refuel,973
4807,Post-trip cleaning,981
4808,Child safety seat,81
4809,Post-trip cleaning,79
4810,Child safety seat,91
4811,Post-trip cleaning,96
4812,Prepaid refuel,100
4823,Post-trip cleaning,1072
4824,Child safety seat,149
4825,Post-trip cleaning,156
4826,Cooler,170
4827,Prepaid refuel,1092
4828,Portable GPS,1099
4829,Post-trip cleaning,1102
4830,Post-trip cleaning,180
4831,Child safety seat,1121
4832,Post-trip cleaning,1134
4843,Prepaid refuel,232
4844,Post-trip cleaning,236
4845,Prepaid refuel,237
4846,Post-trip cleaning,1192
4847,Post-trip cleaning,243
4848,Child safety seat,1214
4849,Post-trip cleaning,1219
4850,Post-trip cleaning,1229
4851,Post-trip cleaning,1237
4852,Post-trip cleaning,1246
4863,Post-trip cleaning,1302
4864,Post-trip cleaning,1308
4865,Phone mount,1321
4866,Phone mount,357
4867,Child safety seat,1334
4868,Post-trip cleaning,1352
4869,Post-trip cleaning,1355
4870,Post-trip cleaning,376
4871,Unlimited mileage,1364
4872,Post-trip cleaning,383
4883,Unlimited mileage,1423
4884,Post-trip cleaning,451
4885,Post-trip cleaning,461
4886,Phone mount,473
4887,Unlimited mileage,465
4888,Prepaid refuel,1441
4889,Post-trip cleaning,1443
4890,One-way trip,487
4891,Prepaid refuel,490
4892,Prepaid refuel,1468
4903,One-way trip,552
4904,Post-trip cleaning,558
4905,Prepaid EV recharge,1519
4906,Cooler,1537
4907,Post-trip cleaning,1548
4908,Prepaid refuel,1558
4909,Unlimited mileage,563
4910,Portable WiFi hotspot,566
4911,Child safety seat,1571
4912,One-way trip,1567
4923,Unlimited mileage,1636
4924,Child safety seat,1625
4925,One-way trip,1643
4926,Unlimited mileage,650
4927,Prepaid refuel,1653
4928,Post-trip cleaning,663
4929,Child safety seat,667
4930,Post-trip cleaning,1673
4931,Unlimited mileage,1680
4932,Prepaid refuel,674
4943,Prepaid refuel,1742
4944,Unlimited mileage,1760
4945,Pet fee,1766
4946,Unlimited mileage,728
4947,One-way trip,748
4948,Portable GPS,752
4949,Prepaid refuel,759
4950,Post-trip cleaning,773
4951,One-way trip,1787
4952,Prepaid refuel,1789
4963,Phone mount,1840
4964,Post-trip cleaning,1853
4965,Unlimited mileage,2180
4966,Post-trip cleaning,1869
4967,Child safety seat,1880
4968,Child safety seat,1888
4969,Post-trip cleaning,2191
4970,Prepaid refuel,1907
4971,Post-trip cleaning,1918
4972,Prepaid refuel,1921
4983,Phone mount,1992
4984,One-way trip,2004
4985,Post-trip cleaning,2016
4986,Unlimited mileage,2021
4987,Stroller,2026
4988,Post-trip cleaning,2247
4989,One-way trip,2043
4990,Stroller,2049
4991,Unlimited mileage,2257
4992,One-way trip,2260
5003,Post-trip cleaning,2127
5004,Prepaid refuel,2138
5005,Post-trip cleaning,2143
5006,Post-trip cleaning,2156
5007,Prepaid refuel,2302
5008,Prepaid refuel,2270
5009,Prepaid refuel,2074
5010,Child safety seat,2309
5011,Portable GPS,2321
5012,Child safety seat,2326
5149,Child safety seat,811
5150,Prepaid refuel,952
5151,Portable GPS,1075
5152,Unlimited mileage,1198
5153,Sports gear,1308
5154,Prepaid refuel,451
5155,Child safety seat,1521
5156,Phone mount,1642
5157,Prepaid refuel,1753
5158,Prepaid refuel,1852
5159,Post-trip cleaning,2008
5160,One-way trip,2138
5161,Child safety seat,812
5162,Post-trip cleaning,968
5163,Post-trip cleaning,157
5164,Portable GPS,1202
5165,Stroller,1328
5166,Child safety seat,461
5167,Post-trip cleaning,560
5168,Child safety seat,647
5169,Prepaid refuel,1768
5170,Portable WiFi hotspot,2180
5171,One-way trip,2016
5172,Unlimited mileage,2144
5173,Post-trip cleaning,826
5174,Phone mount,974
5175,Child safety seat,170
5176,Post-trip cleaning,242
5177,Unlimited mileage,357
5178,Unlimited mileage,473
5179,Child safety seat,1537
5180,Child safety seat,1648
5181,Post-trip cleaning,729
5182,Child safety seat,1870
5183,Phone mount,2025
5184,Post-trip cleaning,2151
5185,Cooler,831
5186,Post-trip cleaning,71
5187,One-way trip,164
5188,Prepaid refuel,1194
5189,Unlimited mileage,1338
5190,Cooler,1440
5191,Portable WiFi hotspot,1555
5192,Portable GPS,658
5193,Phone mount,749
5194,Post-trip cleaning,1881
5195,Post-trip cleaning,2032
5196,Prepaid refuel,2157
5197,Unlimited mileage,854
5198,Child safety seat,75
5199,Post-trip cleaning,1101
5200,Post-trip cleaning,1207
5201,One-way trip,1352
5202,Phone mount,1442
5203,Unlimited mileage,1559
5204,Post-trip cleaning,665
5205,Unlimited mileage,753
5206,Stroller,1888
5207,Prepaid refuel,2037
5208,Post-trip cleaning,2072
5209,Prepaid refuel,860
5210,Post-trip cleaning,86
5211,Portable GPS,178
5212,Post-trip cleaning,1222
5213,Prepaid refuel,1355
5214,Portable GPS,486
5215,Child safety seat,575
5216,Post-trip cleaning,670
5217,Post-trip cleaning,745
5218,Unlimited mileage,2196
5219,Post-trip cleaning,2048
5220,Post-trip cleaning,2074
5221,Prepaid refuel,874
5222,Unlimited mileage,990
5223,Child safety seat,1107
5224,Prepaid refuel,1210
5225,One-way trip,368
5226,Post-trip cleaning,1460
5227,Post-trip cleaning,1561
5228,Post-trip cleaning,1676
5229,Stroller,762
5230,Cooler,1908
5231,Beach towel,2050
5232,Prepaid refuel,2311
5233,Prepaid refuel,896
5234,Prepaid refuel,1003
5235,Unlimited mileage,1140
5236,Unlimited mileage,293
5237,Child safety seat,387
5238,Stroller,1469
5239,Post-trip cleaning,1570
5240,Portable WiFi hotspot,686
5241,Phone mount,1790
5242,Post-trip cleaning,1921
5243,Child safety seat,2059
5244,Post-trip cleaning,2330
5245,Post-trip cleaning,904
5246,Post-trip cleaning,123
5247,Child safety seat,197
5248,Prepaid refuel,1266
5249,Post-trip cleaning,1392
5250,Child safety seat,1483
5251,Post-trip cleaning,1581
5252,Prepaid refuel,1700
5253,Unlimited mileage,1805
5254,Prepaid refuel,1935
5255,Prepaid refuel,2088
5256,Unlimited mileage,2364
5263,Prepaid refuel,812
5264,Unlimited mileage,826
5265,Prepaid refuel,850
5266,Child safety seat,839
5267,Unlimited mileage,859
5268,Post-trip cleaning,892
5269,Unlimited mileage,881
5270,Unlimited mileage,883
5271,Portable GPS,877
5283,Post-trip cleaning,965
5284,Post-trip cleaning,974
5285,Portable GPS,69
5286,Prepaid refuel,984
5287,Post-trip cleaning,80
5288,Post-trip cleaning,989
5289,Unlimited mileage,992
5290,Prepaid refuel,1001
5291,Prepaid refuel,1008
5303,Prepaid refuel,167
5304,Beach gear,159
5305,Post-trip cleaning,1093
5306,Post-trip cleaning,1100
5307,Prepaid refuel,176
5308,Prepaid refuel,1106
5309,Unlimited mileage,1123
5310,Post-trip cleaning,187
5311,Portable GPS,188
5323,Tablet,1189
5324,Prepaid refuel,241
5325,Post-trip cleaning,1194
5326,Portable GPS,1206
5327,Child safety seat,1227
5328,Portable GPS,1234
5329,Prepaid refuel,1226
5330,Child safety seat,1259
5331,Prepaid refuel,1248
5343,Child safety seat,1321
5344,Prepaid refuel,1329
5345,One-way trip,1334
5346,Prepaid refuel,1352
5347,Prepaid refuel,1354
5348,Post-trip cleaning,368
5349,Stroller,371
5350,Prepaid refuel,383
5351,Portable WiFi hotspot,396
5363,Phone mount,471
5364,Post-trip cleaning,464
5365,Prepaid refuel,1439
5366,Prepaid refuel,467
5367,Prepaid refuel,485
5368,Prepaid refuel,1446
5369,Portable GPS,1462
5370,Prepaid EV recharge,493
5371,Post-trip cleaning,1471
5383,Portable GPS,1526
5384,Prepaid refuel,1537
5385,Post-trip cleaning,1555
5386,Post-trip cleaning,1559
5387,Prepaid refuel,571
5388,Post-trip cleaning,567
5389,Cooler,1578
5390,Unlimited mileage,1567
5391,Portable WiFi hotspot,587
5403,Post-trip cleaning,1630
5404,Unlimited mileage,1648
5405,Post-trip cleaning,658
5406,Unlimited mileage,1658
5407,Prepaid refuel,667
5408,Post-trip cleaning,1665
5409,Post-trip cleaning,1682
5410,One-way trip,685
5411,Skis,689
5423,Post-trip cleaning,1768
5424,Post-trip cleaning,728
5425,Portable GPS,748
5426,Portable GPS,742
5427,Prepaid refuel,1784
5428,Snowboard,745
5429,Post-trip cleaning,774
5430,Child safety seat,776
5431,Prepaid refuel,779
5443,Post-trip cleaning,2180
5444,Post-trip cleaning,1875
5445,Prepaid refuel,1878
5446,Post-trip cleaning,1890
5447,Child safety seat,2191
5448,Unlimited mileage,1915
5449,Air mattress,1918
5450,Portable GPS,2198
5451,Prepaid refuel,1927
5463,Post-trip cleaning,2018
5464,Prepaid refuel,2021
5465,One-way trip,2031
5466,One-way trip,2246
5467,Prepaid refuel,2044
5468,Prepaid refuel,2050
5469,Prepaid refuel,2262
5470,Post-trip cleaning,2261
5471,Prepaid refuel,2067
5483,Stroller,2143
5484,Unlimited mileage,2151
5485,Beach gear,2303
5486,Prepaid refuel,2266
5487,Post-trip cleaning,2267
5488,Portable GPS,2309
5489,Child safety seat,2321
5490,Post-trip cleaning,2327
5491,Bike rack,2337
5639,Beach gear,848
5640,One-way trip,979
5641,Unlimited mileage,1089
5642,Prepaid refuel,1192
5643,Prepaid refuel,1325
5644,Prepaid refuel,1436
5645,Prepaid EV recharge,1538
5646,Post-trip cleaning,650
5647,Prepaid refuel,728
5648,Post-trip cleaning,1870
5649,Prepaid refuel,2030
5650,Prepaid refuel,2151
5651,Camping tent,850
5652,Cooler,981
5653,Prepaid refuel,1093
5654,Prepaid refuel,243
5655,Child safety seat,1335
5656,Post-trip cleaning,478
5657,Cooler,1555
5658,Child safety seat,658
5659,Portable GPS,731
5660,One-way trip,1880
5661,Child safety seat,2032
5662,Camp chair,2303
5663,One-way trip,853
5664,Unlimited mileage,82
5665,One-way trip,1100
5666,Post-trip cleaning,1217
5667,Post-trip cleaning,362
5668,Post-trip cleaning,483
5669,Post-trip cleaning,569
5670,Post-trip cleaning,1658
5671,Portable GPS,766
5672,Child safety seat,1890
5673,Post-trip cleaning,2036
5674,Child safety seat,2266
5675,Post-trip cleaning,860
5676,Unlimited mileage,86
5677,Cooler,1116
5678,Post-trip cleaning,1209
5679,Hiking backpack,366
5680,Prepaid refuel,486
5681,Prepaid refuel,563
5682,Prepaid refuel,669
5683,Post-trip cleaning,771
5684,Post-trip cleaning,1900
5685,Post-trip cleaning,2046
5686,Phone mount,2268
5687,Cooler,892
5688,Child safety seat,93
5689,Post-trip cleaning,181
5690,Post-trip cleaning,1230
5691,Post-trip cleaning,1358
5692,Post-trip cleaning,488
5693,Prepaid refuel,568
5694,Prepaid refuel,1675
5695,Portable GPS,773
5696,Post-trip cleaning,1915
5697,Phone mount,2050
5698,Prepaid refuel,2310
5699,Bike rack,881
5700,Post-trip cleaning,993
5701,Child safety seat,1128
5702,Prepaid refuel,1238
5703,Child safety seat,378
5704,Post-trip cleaning,1464
5705,Child safety seat,1573
5706,Child safety seat,683
5707,Child safety seat,1788
5708,Prepaid refuel,1920
5709,Post-trip cleaning,2256
5710,Bike,2349
5711,Phone mount,878
5712,Post-trip cleaning,1010
5713,One-way trip,189
5714,Child safety seat,1263
5715,Unlimited mileage,1384
5716,Child safety seat,1471
5717,Unlimited mileage,596
5718,Child safety seat,1692
5719,Prepaid refuel,1812
5720,Cooler,1929
5721,Unlimited mileage,2071
5722,Child safety seat,2339
5723,Prepaid refuel,912
5724,Post-trip cleaning,125
5725,Pet fee,208
5726,Prepaid refuel,300
5727,Post-trip cleaning,406
5728,Prepaid refuel,507
5729,Prepaid refuel,604
5730,Prepaid refuel,691
5731,Post-trip cleaning,1824
5732,Prepaid refuel,2209
5733,Child safety seat,2091
5734,Unlimited mileage,2381
5743,Post-trip cleaning,831
5744,Prepaid refuel,853
5745,Unlimited mileage,871
5746,Post-trip cleaning,874
5747,Unlimited mileage,876
5748,Beach gear,896
5749,Post-trip cleaning,888
5750,Post-trip cleaning,902
5763,Post-trip cleaning,70
5764,Post-trip cleaning,75
5765,Prepaid refuel,80
5766,Child safety seat,998
5767,Prepaid refuel,96
5768,Post-trip cleaning,107
5769,Unlimited mileage,1013
5770,Prepaid refuel,1019
5783,Child safety seat,164
5784,Prepaid refuel,1100
5785,Post-trip cleaning,1116
5786,Unlimited mileage,181
5787,Post-trip cleaning,1123
5788,Post-trip cleaning,1139
5789,Prepaid refuel,185
5790,Prepaid refuel,195
5803,Unlimited mileage,248
5804,Prepaid refuel,1214
5805,Child safety seat,1208
5806,Child safety seat,1224
5807,Prepaid refuel,1237
5808,Prepaid refuel,292
5809,Post-trip cleaning,296
5810,Post-trip cleaning,297
5823,Post-trip cleaning,1335
5824,One-way trip,362
5825,Unlimited mileage,366
5826,Child safety seat,1356
5827,Post-trip cleaning,378
5828,Pet fee,384
5829,Child safety seat,1372
5830,Portable WiFi hotspot,1376
5843,Post-trip cleaning,465
5844,Unlimited mileage,483
5845,One-way trip,486
5846,Unlimited mileage,488
5847,Unlimited mileage,1449
