insurance,car_year,city,description,zip_code,trim,star_rating,gas,guidelines,model,state,add_delivery_cost,car_id,make,mpg,n_of_seats,delivery_cost_airport,vehicle_type,distance_included,n_of_doors,host_id,add_delivery_info,delivery_airport,car_page_url,business_class
"Liberty Mutual",2016,irvine,"Top Turo Power Host in Orange County!
1000+ Trips w/ 5-Star Rating
15 Cars from Corvettes to Slingshots
Book Instantly and Pick-Up in one hour! 
$25 off your first rental when you sign up at the following link:
www.TryTuro.com

Save even more money…
-Discounted Rates Monday to Wednesday
-Prepay car wash for only $15 (save$20)
-Unlimited miles available for $54/day
-$25OFF first trip -go to: TryTuro.com (new SignUps only - free to join)

Washed, Waxed, and Fueled!
Return it exactly how you received it or we’ll wash it for a small cleaning fee of $35. 
We prefer that you return it without filling it back up with gas and we’ll take it to Costco gas and charge it directly to your reservation. You’ll save time having us do it for you at Costco, it’s always a better price and you won’t have to wait in line or use up your miles having to go to the gas station.

Instant Booking  w/ Reservation Confirmation!
Available 24/7

I’m also available on YouTube! 
(copy&amp;paste link below into your address/search bar)
https://www.youtube.com/channel/UCDJ0Yb_YYkfCkU-ekO23Z2A/videos
---Please remember to Subscribe to my channel--- Thanks!

What’s in my garage?
2013 Tesla Model S P85 w/251mile-range white
2017 Corvette Stingray Hardtop Convertible white
2017 Corvette Stingray Hardtop Convertible black
2017 Corvette Stingray Hardtop Convertible grey
2017 Corvette Z51 w/auto-Soft-top-Convertible black
2017 BMW 2 Series Convertible All-Wheel-Drive Turbo white
2018 BMW 2 Series Convertible Twin-Turbo w/ECO white
2018 BMW 4 Series M-Sport Gran Coupe silver
2018 BMW 7 Series Fully-Loaded white
2018 Mercedes Benz C-Coupe Convertible grey
2017 Chevrolet Suburban Fully Loaded white
2013 Hyundai Sonata 4dr Sedan w/ ECO-mode grey
2016 Polaris Slingshot 3-wheel w/manual-transmission black
2016 Polaris Slingshot 3-wheel w/manual-transmission red

TryTuro.com  ?-New Users SignUp and Get $25OFF 1st Rental",92618,none,5.0,Gas,"[""You'll receive our car cleaned inside/out and with a full tank of gas. When you return the car, you don't have to bring it back with a full tank of gas, we will take it to Costco Gas to fill it up for you and charge it directly to your reservation on Turo.The car is required to be returned professionally cleaned, just as you received it. If you don't get a chance to have it cleaned, please let us know and we'll have it cleaned for only $35. The cleaning fee of $35 can be paid at the end of your reservation or we can charge it to your Turo account.Please keep your car wash and gas receipts. Our cars are cleaned and sanitized before every ride. We make sure that all the seats, buttons, handles, and steering wheel are all sanitized for your safety and pleasure. Although our renters bring back our Corvette clean, we still vacuum under the mats and seats, sanitize wipe the headrest, and clean between the cracks. Our car is in new condition and we like to keep it that way.Thank you for taking care of my car... -no pets -no food or drinks -no heavy cologne-no Toll roads-no smoking-no low octane fuel, please use 91+octane ONLY(Using a low octane fuel will result in lower miles per gallon) Smoking, pets, eating, are NOT allowed inside our car. A $250 cleaning fee will be applied to your Turo Reservation if there is any smoke smell, evidence of pets or other foul smell detected upon return.Please keep your car wash and gas receipts. Save even more money…-Discounte""]","2 series",ca,120,478,bmw,30,4,"['$120', '$120', '$120']",cars,none,2,212,"Up to 50 miles","['Los Angeles International Airport', 'John Wayne Airport', 'LA/Ontario International Airport', 'Long Beach Airport']","https://turo.com/rentals/cars/ca/irvine/bmw-2-series/424598",1
"Liberty Mutual",2006,inglewood,"WELL-ESTABLISHED Turo  Host responsive, reliable no worries no hassle, you'll be in good hands. We've been on turo since May 2015, and have had 5 star reviews since the beginning! We care about your experience with each and every rental, and take care to make sure that each of our cars drive well. Our cars are cleaner than most on Turo and are usually priced lowest. Car-sharing is the future, and we want to be your go-to place when you need a car in LA.  We will make your experience super easy, convenient, fun, and seamless! Curbside delivery at LAX.

If you are looking for a different price range car, please click on my name Gagik A for a list of all my cars with the same great service

Our vehicles are available on-demand! We will be able to accommodate your rental 24/7 , 7 days a week. Need it sooner than 1 hour? No problem! We usually allow renters to pick up up to 30 minutes before (please request through messenger) and return 15 minutes after as a courtesy. The car has Fastrak which allows you to drive right through the toll without having to pay. Tolls will be billed to your account after your trip. Check our reviews and take a look at our other conveniently located vehicles in the LAX Los Angeles Airport Area! 

Damage/Accident: Please notify us of any damage or accidents that happen during your rental. We appreciate your honestly and will work with you to solve the problem

Tip to stay safer

DO NOT leave your belongings in the car without attention at any public parking during your trip. Especially in Downtown LA . Things could lead to WINDOW-BUST include but not limited to: Bag/Purse, Sunglasses, GPS, Cash/Coins, Phone, etc. For accident, collision and other: If there's human body injuries, call 911. 

LA  Parking Tips

1. Do not park anywhere where the vehicle will be ticketed
2. Do not park where there will be street cleaning during street cleaning
3. Do not park at 2 hour parking for longer than 2 hours
4. Do not park in permit areas because we do not have a permit
5. When parking on a hill, turn your wheels so that you do not get a ticket (if you are confused, please see cars near you for correct orientation).
6. Do not park in front of someone's driveway
7. Do not park in front of a fire hydrant
8. Do not park anywhere where the sidewalk is marked red.
9. Do not park at an expired meter when it is flashing red

Sign up on Pavemint the parking app first time users get $125 in free credits use promo code parksmarter25  please copy and paste the link .https://app.pavemint.com/login

And if you are a first time Turo renter, please copy and paste the link below to get $25 off your first trip.
Make sure you are a first time user, duplicate accounts with Turo will get you banned  It show up up as a invitation from me, click on green box to sign up. https://turo.com/c/gagika
 

You can rely on me for a smooth reliable turo rental experience.",90301,none,5.0,Gas,none,"7 series",ca,0,498,bmw,19,5,[],cars,none,4,315,"Up to 10 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/bmw-7-series/528057",0
"Liberty Mutual",2017,inglewood,"UNLIMITED MILEAGE  
 
SHORT TERM - LONG TERM - LAST MINUTES ARE WELCOME  
 
WE CAN PICK YOU UP AND DROP YOU OFF AT LAX AIRPORT  
  
PLEASE CONTACT US IF YOU HAVE ANY QUESTIONS 
 
NON-SMOKING/NO PETS 
 
NOTE: Change of address after car was booked will be declined. Delivery service must be chosen before trip is booked and must be approved by owner. Not all areas and dates are available for delivery services.",90301,none,4.5,Gas,none,mustang,ca,100,518,ford,22,4,[],cars,none,2,93,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/ford-mustang/503136",0
"Liberty Mutual",2017,los-angeles,"Jet Blue Ferrari.  No need to drive a red Ferrari like everyone else in LA!  We are here to suit your color needs!

197mph bullet 
Zero to 60 in 3.3 sec. (similar to the F430)
Faster than the R8 &amp; Asthon Martin Vanquish 
Dual clutch manual/auto transmission 
Front-mid engine rear wheel drive 47/53r weight distribution
Ferrari Brembo 15in. vented drilled carbon-ceramic braking power 
CarPlay compatible SatNav GPS
Daytona seats (hand stitched Italian leather)
Ferrari carbon fiber interior accent trim

According to critics, the road machine masterpiece of art is a culmination of:
-years of racing history 
-modern engineering
-and dedicated craftsmanship 

This power plant is equipped with an exclusive Ferrari designed F1-Trac system. 

It is the 2nd most aerodynamic Ferrari ever made with a drag coefficient of Cd=0.32! 

Equipped with variable power distribution to the rear wheels allowing greater stability and performance, resulting in an average increase of 20% in acceleration when exiting curves! 

Chassis design &amp; manufactured by the one &amp; only Ferrari Division Carrozzeria Scaglietti. 

The design heritage comes from the very sought after 1950s Ferrari 250 GT Spyder California &amp; the 1960s 365 California, you know...the one on ""Ferris Bueller's Day Off""!

The one &amp; only hard top Ferrari to go...topless!

According to experts, it is known as the landmark car for Ferrari.

*DRIVER BEWARE:  The drive to your local Starbucks may be too exhilarating for your passenger. 



?  We are The Preferred choice for 1st-time Turo renters
As testified by our growing clientele!

?  $25 Off - your first trip by Turo!  
www.UmbrellaBlackFleet.com/booking

?  Our Turo story:  
www.UmbrellaBlackFleet.com
Book with confidence - check our ratings and response time!  



***We treat each and everyone of our clients like VIP. As we ourselves used to travel for work, we understand and value your important schedule. One of us will always be available for any of your comfort needs, so we can make sure you get the ultimate experience.  We understand reliability and so we choose to keep our cars maintained professionally. Just ask for Cristian or Ernest! Thank you for L@@KING!!! ...and lets DRIVE!


______________________________________
24/7 pickup and return at 1 Gateway location.  There is a one time 2 to 8 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up.  It’s like going halfsies!  

24/7 pickup and return at ONT/SNA/LGB/BUR airports.  There is a one time 11 to 20 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like going “Dutch”!

LAX Turo Valet pick up within the open business hours of 6am-10pm.  Your Uber/Lyft/Taxi will also be reimbursed during open business hours by your Turo Valet Attendant from LAX to the Turo Valet Lot and vice versa, no worries! For after hours (10pm-6am) we can accommodate you with a one time 8 to 19 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like a pick up and a drop off convenience for the price of 1! 

A quick note for last minute renters who love to live on the edge!  Please note that the 1hr advance notice requirement at LAX applies to reservation trip times starting between 6am-10pm.  Any trips requiring after hours pick up will need to provide us with a 12hr notice.  All delivery fees will be waived once we perfect our instant teleportation devices, but rest assured we’re working on it! 

In the meantime, this gives you a great option to pick up the car at any time even after hours and allows us to give you our great prices!

24/7 FREE pickups at Walnut, Ca.  91789

3% of our annual net proceeds are donated to St. Jude’s Children’s Hospital, Animal Welfare Institute, and WesternU College of Graduate Nursing Fund to give a little something back =)",90012,Base,5.0,"Gas (Premium)",none,california,ca,95,538,ferrari,16,4,"['$50', '$50', '$65', '$50']",cars,600,2,300,"Up to 25 miles","['Los Angeles International Airport', 'John Wayne Airport', 'LA/Ontario International Airport', 'Bob Hope Airport', 'Long Beach Airport']","https://turo.com/rentals/cars/ca/los-angeles/ferrari-california/475671",0
"Liberty Mutual",2018,alexandria,"Car#9

The Corolla Is a car that is known for its efficiency and comfort.  It has a spacious interior, cushioned ride, great safety scores and easy-to-use features!  You can enjoy a positive driving experience with this bold yet comfortable vehicle.  Safety features, performance, and interior details are listed in detail below.  

First time renting on Turo? DONT MISS OUT ON $25 OFF your first rental by entering code: https://turo.com/c/wilmere1

Tolls/Tickets: (transponder #1766934)
Ezpass: All vehicles are registered with an Ezpass to make your travel arrangements easier. At the end of your rental time reimbursement for the tolls. Photo of transaction will be uploaded to trip photos. 

Tickets: Tickets acquired during your rental time will be submitted for reimbursement, proof of ticket and receipt will be uploaded to trip photos for your reference. 
***If you are new to the DC area please me mindful of the speed limit. There are multiple traffic cameras throughout the city.  DC speeding tickets start at $100 for speeding 11-20 over the speed limit and escalate to $150 for 16-20 over the limit.  Very similar process for parking and no standing.  

Holidays we do not offer delivery:
Thanksgiving 11/22
Christmas Eve 12/24
Christmas Day12/25
New Years Eve 12/31
New Years Day 1/1
Memorial Day 5/27
4th of July 7/4
Labor Day 9/2

Deliveries would start the day after the holiday after 10AM. 

What we do offer for these holidays:
If the holiday is when your reservation starts, we offer delivery to DCA the night before the holiday. (DCA has 24 hour parking) Vehicle would be parked and details for self check in would be sent the night before. The parking fee would be the renters responsibility and submitted for reimbursement after your reservation is completed. 

Reagan parking rate: $25 for 24 hour parking. (As long as the car is retrieved on time). $12 additional if your miss the time of your reservation.",22312,LE,5.0,"Gas (Premium)","[""*NO SMOKING - Any sign of smoking such as ashes, buds, or scent will lead to a cleaning fee assessed and implemented by Turo. *Car must be kept and returned clean.  Spills, pet hair(no pets), food, mud or dirt will be assessed by Turo for a cleaning fee implemented by Turo  *ONLY the renter is allowed to drive the vehicle*We pride ourselves on our communication and response time.  Please communicate in a timely manner if you feel you will not be on time for pick up or drop off (read Turo's policy for lateness) or if you would like to extend.""]",corolla,va,35,558,toyota,32,5,"['$50', '$85']",cars,none,4,204,"Up to 15 miles","['Washington Reagan National Airport', 'Washington Dulles International Airport']","https://turo.com/rentals/cars/va/alexandria/toyota-corolla/371851",1
"Liberty Mutual",2017,inglewood,"UNLIMITED MILEAGE 

SHORT TERM - LONG TERM - LAST MINUTES ARE WELCOME 

WE CAN PICK YOU UP AND DROP YOU OFF AT LAX AIRPORT

PLEASE CONTACT US IF YOU HAVE ANY QUESTIONS 

NON-SMOKING/NO PETS

NOTE: Change of address after car was booked will be declined. Delivery service must be chosen before trip is booked and must be approved by owner. Not all areas and dates are available for delivery services.",90301,none,4.5,Gas,none,mustang,ca,100,578,ford,22,4,[],cars,none,2,93,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/ford-mustang/490046",0
"Liberty Mutual",2016,irvine,"GET $25 OFF YOUR FIRST TRIP- https://turo.com/c/kirilla

Enjoy this brand new 2016 Kia Optima Hybrid. 
The vehicle is luxurious, spacious, comfortable, yet dynamic. 
Take in all the pleasure this beauty has to offer. 
I'm willing to accommodate any schedule. 
Please let me know if there is anything that I can do to make this driving experience the best possible.  
Enjoy Responsibly. 
ABSOLUTELY NO SMOKING IN THE VEHICLE- Otherwise a $100 charge.


Have a blast! =)",92612,Base,5.0,none,none,"optima hybrid",ca,60,598,kia,38,5,"['$120', '$120', '$120']",cars,none,4,400,"Up to 10 miles","['John Wayne Airport', 'Long Beach Airport', 'LA/Ontario International Airport', 'Los Angeles International Airport']","https://turo.com/rentals/cars/ca/irvine/kia-optima-hybrid/252373",1
"Liberty Mutual",2011,murphy,"Made and sold by Mercedes Benz, is a Convertible, Drop the top and instantly smile. 

Air conditioning and a lot more. 

Park it anywhere.  Amazing fuel and lots of fun to drive!


It is an extremely well taken care of beauty. The rear hatch space offers extra storage room.


**24/7 ROADSIDE ASSISTANCE** Even though my cars are mechanically reliable, we also know that life is unpredictable. To cover all the uncertainties, my vehicles are covered under Turo's 24/7 Roadside Assistance plan. This means if anything goes wrong, you can call Turo anytime. The insurance details will be part of your reservation.

Last but not least, absolutely no smoking in the car by any occupant! Thank you for understanding.",75094,"passion cabriolet",5.0,"Gas (Regular)","['GuidelinesI love pets, but they are not allowed.No smoking or cig smell inside the car.']",fortwo,tx,100,618,smart,37,2,"['$120', '$120']",cars,none,2,421,"Up to 25 miles","['Dallas Love Field', 'Dallas/Fort Worth International Airport']","https://turo.com/rentals/cars/tx/murphy/smart-fortwo/482545",0
"Liberty Mutual",2006,los-angeles,"VEHICLE DETAIL:
 A beautiful Ford Mustang Convertible. Seats 4 person. The vehicle is automatic. comes with CD and AM FM Stereo and Auxiliary port.  6 cylinder engine.  

PICK UP &amp; RETURN INSTRUCTION.
The vehicle and our lot located at 5777 west 98th st Los Angeles CA 90045. its one mile away from LAX airport and behind the Hilton LAX hotel and the Street behind the Marriott Hotel. The fastest way to the car, is to take Hilton LAX shuttle and get the car from the back. When you return the car to my address, one of us will give you ride back to LAX airport. I do not have airport curbside delivery or vehicle pick up. 

PLEASE DO NOT GO TO TURO LAX LOT TO PICK UP THE VEHICLE. THE VEHICLE IS NOT THERE!

PICK UP TIME:
You may pick up the vehicle at scheduled time or later. But, i can not release vehicle before pick up time. unless its changed and approved by Turo.

EXTENSION:
The only way to extend the rental is through Turo app and it has to be approved by me before expiration date. 

MY OPERATION HOURS:
You can pick up and return the vehicle from me between the hours of 8:00 AM and 7:00 PM weekdays and 9 am to 6 pm weekends. 

ABOUT ME:
I have been in car rental business for over 15 years and I know all ins and out of this business. Including being prepared for unexpected when it happens. My vehicles are all well-maintained and ready for long trips, You can always contact me and will get an instant reply during reasonable hours! If your vehicle is booked, the car will be there. There is no need to reconfirm with me or get a response from me.  For any reasons if your car is not returned, I will have other cars that I can provide (if approved by Turo)",90045,none,4.0,Gas,none,mustang,ca,80,638,ford,24,4,[],cars,1000,2,376,"Up to 25 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/los-angeles/ford-mustang/321527",0
"Liberty Mutual",2019,irvine,"GET $25 OFF YOUR FIRST TRIP- https://turo.com/c/kirilla

This is brand new 2018 Honda Accord!!!
The car is amazing!!!!
Very luxurious feel inside. You have to feel it to understand how amazing the car really is. Enjoy:)",92612,LX,5.0,"Gas (Regular)",none,accord,ca,100,658,honda,34,4,"['$120', '$120', '$120']",cars,none,4,400,"Up to 10 miles","['Los Angeles International Airport', 'John Wayne Airport', 'LA/Ontario International Airport', 'Long Beach Airport']","https://turo.com/rentals/cars/ca/irvine/honda-accord/507469",1
"Liberty Mutual",2012,stockbridge,"2017 Nissan Versa Automatic Transmission, runs great and is a brand new vehicle. 

Sync up your compatible device through Bluetooth, charge up your device or play your music with the convenient USB port or with the AUX cord. 

Great car with great gas mileage, and a good car to get around the city in. Reliable comfortable, and definitely dependable. Please message me with any questions or concerns. 

No smoking or pets allowed, must return car in same condition as provided. Willing to try and accommodate with any concerns or special requests. Please respect the vehicle and be responsible. There can be up to a $250 smoking fee that can be assessed if the car is returned with a smell of smoke. 

Hope to talk with you soon and provide you with a great car to enjoy the city of Atlanta.




Find the perfect vehicle for your next adventure. Click to get $25 off your first trip.
https://turo.com/referral?code=1426383r2W5eL",30281,none,5.0,"Gas (Regular)","['No pets and no smoking allowed in vehicle. Also bring car back in same condition it was give, which basically means clean the car before returning.']",versa,ga,none,678,nissan,32,5,"['$40']",cars,none,4,63,none,"['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/stockbridge/nissan-versa/281899",1
"Liberty Mutual",2012,long-beach,"The best commuter available. This is the advanced Prius plugin, real road avgs 58mpg without plugging it in. Plug in gives it a free 13 miles for an avg of 78. This is the premium model with TRD suspension, leather, JBL speakers, the works. It even has the carpool sticker to use the carpool lane if you are driving alone. I have 7 other priuses and this one is by far the best. This car will take you where you want to go in comfort and luxury while getting you great gas mileage and allowing you to charge it if desired, but you DO NOT have to plug it in like fully electric cars. Please contact me for additional items or airport pickup. If this is your first rental, you can use this code to receive $25 off your rental https://turo.com/c/2546079rT7Ty9",90804,Advanced,5.0,none,"['Please, no smoking in vehicle, please return the vehicle in the same condition as rented. I will strive to always have the vehicle clean and safe for all trips. There will be fuel and cleaning fees as per turo if these policies are abused, however I am very lenient and will accommodate most issues, pets and animals welcomed but if the vehicle is returned with smoke or other odors and or excessive dirtiness from animal hair, stains, spills, trash, etc. there will be a $250 cleaning fee assessed. All weather mats are installed to help prevent this issue and for easy cleaning.']","prius plug in",ca,100,698,toyota,68,5,"['$100', '$30']",cars,1250,4,336,"Up to 50 miles","['Los Angeles International Airport', 'Long Beach Airport']","https://turo.com/rentals/cars/ca/long-beach/toyota-prius-plug-in/478637",1
"Ms (State Farm )",2017,atlanta,"As you can see, not your average Prius!

??FIRST TIME RENTERS!??
Rent my car today and save $25.00 by using my referral code 
https://turo.com/c/msm14 (cut and paste into your browser)..


Insurance must be provided or we can provide rental insurance at 33/Day 


FUEL EFFICIENT 52.9 MPG Hwy/54 MPG City! 1-Owner. Two trim. iPod/MP3 Input, Bluetooth, CD Player, Aluminum Wheels, Back-Up Camera, Hybrid.  

EXCELLENT SAFETY FOR YOUR FAMILY. Child Safety Locks, Electronic Stability Control, 

Brake Assist, 4-Wheel ABS, 4-Wheel Disc Brakes, Tire Pressure Monitoring System Safety equipmentr. MP3 Player, Keyless Entry, Push to start, Steering Wheel ControlsEXPERTS RAVEEdmunds.com's review says ""The Prius' essential appeal, of course, is fuel economy. And with an EPA rating of 52 mpg in combined driving, the latest Prius delivers in a big way.",30363,"Four Touring",5.0,none,none,prius,ga,0,718,toyota,52,5,[],cars,900,4,452,"Up to 25 miles","['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/atlanta/toyota-prius/440098",1
"Liberty Mutual",2007,doraville,"Gas efficient",30340,"1.6 S",4.5,Gas,"['-No smoking inside vehicle tolerated .( $250 cleaning fee heavily enforced )-No pets allowed in the vehicle-Fill up gas tank before drop off ($ 10 surcharge on top of cost to refuel for not filling up)-clean vehicle before drop off ($75 cleaning fee )-Keep time so as to be mindful of other renters after you.']",versa,ga,none,738,nissan,32,5,"['$120']",cars,900,4,281,none,"['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/doraville/nissan-versa/368814",0
"Liberty Mutual",2018,dallas,"******Now servicing Central Dallas*****

We are pleased to offer this fantastic Ford Taurus Limited, purchased right off the showroom floor. The amazing Taurus Limited features: 15k miles, Leather, Navigation, Bluetooth, Keyless Start, 6 disc changer, sunroof, Premium Rims, Very Clean, Heated/Cooled Front and Rear Seats, Heated Steering wheel, it also features the upgraded Sony Stereo System, Blind Spot Monitoring, back up camera, power rear window sunshade, and smart key entry.",75201,Limited,0.0,Gas,none,taurus,tx,none,758,ford,24,5,"['$90', '$85']",cars,1000,4,318,none,"['Dallas/Fort Worth International Airport', 'Dallas Love Field']","https://turo.com/rentals/cars/tx/dallas/ford-taurus/567070",1
"Liberty Mutual",2011,dallas,"Honda Civic LX 2014. Hardtop. Silver. Comfort Seats. Best Fun car to drive. Impress them all.  Well maintained. Exhilarating ride. Great in Fuel Economy.


Wash and Vacuum Charge is $20. Tolls will be billed separately. $250 cleaning fee if the car is smoked in or left the unclean nonsmoking vehicle.

All our cars have been professionally cleaned and gas topped up. Please return the car back with the same amount of high octane gasoline when you received the vehicle with. Vehicle must be returned in the same condition when it was received! My cars are always clean inside &amp; out. PLEASE DO NOT BE LATE ON RETURNING THE VEHICLE (LATE FEE WILL BE APPLIED). I HAVE BACK TO BACK RENTALS PLEASE BE CONSIDERATE OF OTHERS.",75243,LX,4.5,"Gas (Regular)",none,civic,tx,none,778,honda,34,5,"['$100', '$100']",cars,none,4,249,none,"['Dallas/Fort Worth International Airport', 'Dallas Love Field']","https://turo.com/rentals/cars/tx/dallas/honda-civic/432078",0
"Liberty Mutual",2015,los-angeles,"2019 G550 | Get $25 off your first rental - https://turo.com/c/erich1098. Please read entire profile and guidelines.

Take advantage of this NEW LISTING (turo doesn’t event have it ready for app input!)

?? This is a beautiful Loaded 2019 G550. The Mercedes-Benz G-Class is the automotive equivalent of, ""if it ain't broke, don't fix it."" The iconic Geländewagen has been around since 1979, with only evolutionary updates keeping it fresh over the past four decades. It's weird and wild, and there's nothing else quite like it.

With a pedigree so storied, the G Class is a true legend of the road.

It has an ubiquitous 4.0-liter twin-turbo V8 engine, tuned here to deliver 416 horsepower and 450 pound-feet of torque. That's more than enough hustle to get this big, four-wheel-drive brute up and moving with a quickness. Mercedes estimates the 0-60 miles per hour time at under 6 seconds

The G Class comes with a 12.3-inch infotainment display, front and center, set back in the dash. 

- heated seats 
- ventilated seats 
- apple play 
- wireless charging
- massage seats 
- exterior Night package 
- Upgraded surround sound

This vehicle is a non smoker 

Guidelines:
Great renters welcome to an easy smooth rental with a glance at your license,

Vehicle will always be washed upon pickup. My phone is on 24/7 for your needs should they arise. I’m happy to make recommendations for dining or places for pure fun. There is a cleaning fee to keep this vehicle washed and the daily rate low. See extras section or it can be paid after your trip. 

 Please keep the vehicle as clean as possible to ensure a great experience for everyone. 

No smoking please with the top down or up. A $150 smoking or marijuana smell fee will be applied if this guideline is broken.

It’s important to keep these vehicles looking new for all to enjoy. I have very affordable pricing on my vehicle’s so anyone can enjoy.",91304,none,5.0,"Gas (Premium)","['*Vehicle will always be washed upon pickup. There is a ***cleaning fee to keep this vehicle washed and the daily rate low. See extras section or it can be paid after your trip.  If no need for a wash let me know.']","g class",ca,none,798,"mercedes benz",14,5,"['$75', '$60']",suvs,500,4,267,none,"['Van Nuys Airport', 'Los Angeles International Airport']","https://turo.com/rentals/suvs/ca/los-angeles/mercedes-benz-g-class/537816",1
"Liberty Mutual",2017,arlington,"Find the perfect vehicle for your next adventure. Click to get $25 off your first trip.
https://turo.com/c/vdq28b
Welcome to Turo and thanks for choosing my car for your rental needs. 

Reasons to choose my car

1. All my cars are purchased brand new from the dealership
2. All my cars come with factory warranty, 
3. All my cars are maintained professionally by dealership
4. I change my tires when they have 1/3rd thread left
5. All my tires come with road hazard warranty, so no out of pocket when hit
6. All my cars have roadside assistance from manufacturers
7. Curbside delivery to DFW and Lovefield airport, No ride needed after that
8. Always will meet me in person, No remote operation.
9. Cheapest mileage overage fee which is waived in most occasions
10. Cheapest Post trip cleaning fee and child seat fee
11. 1st rental 10% allowance on mileage limit
      2nd rental 25% allowance on mileage limit
     3.rd rental 50% allowance on mileage limit
      4th Rental Double mileage offered
     5th and above, Unlimited mileage
Thanks for giving me the opportunity to serve you in the DFW metroplex",76011,LS,5.0,Gas,none,spark,tx,none,818,chevrolet,34,4,"['$120', '$45']",cars,none,4,115,none,"['Dallas Love Field', 'Dallas/Fort Worth International Airport']","https://turo.com/rentals/cars/tx/arlington/chevrolet-spark/361534",1
"Liberty Mutual",2019,tysons,none,22102,none,4.5,Gas,none,sonata,va,20,838,hyundai,32,5,"['$20', '$20']",cars,1000,4,362,"Up to 10 miles","['Washington Dulles International Airport', 'Washington Reagan National Airport']","https://turo.com/rentals/cars/va/tysons/hyundai-sonata/524858",1
"Liberty Mutual",2012,inglewood,none,90301,none,5.0,Gas,none,"c class",ca,0,858,"mercedes benz",30,5,[],cars,none,4,315,"Up to 5 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/mercedes-benz-c-class/548143",1
"Liberty Mutual",2012,alexandria,"Car #10

Toyota Prius Is a car that is known for its fuel efficiency, mileage consumption, and comfort.  It has a spacious interior, cushioned ride, great safety scores and easy-to-use features!  You can enjoy a positive driving experience with this commuter friendly yet future chick vehicle.  Safety features, performance, and interior details are listed in detail below.  

First time renting on Turo? DONT MISS OUT ON $25 OFF your first rental by entering code: https://turo.com/c/wilmere1SAFETY

Tolls/Tickets: (transponder #2286576)
Ezpass: All vehicles are registered with an Ezpass to make your travel arrangements easier. At the end of your rental time reimbursement for the tolls will be submitted. Photo of transaction will be uploaded to trip photos. 

Tickets: Tickets acquired during your rental time will be submitted for reimbursement, proof of ticket and receipt will be uploaded to trip photos for your reference. 
***If you are new to the DC area please me mindful of the speed limit. There are multiple traffic cameras throughout the city.  DC speeding tickets start at $100 for speeding 11-20 over the speed limit and escalate to $150 for 16-20 over the limit.  Very similar process for parking and no standing.  


Holidays we do not offer delivery:
Thanksgiving 11/22
Christmas Eve 12/24
Christmas Day12/25
New Years Eve 12/31
New Years Day 1/1
Memorial Day 5/27
4th of July 7/4

Deliveries would start the day after the holiday after 10AM. 
Labor Day 9/2

We would begin deliveries the day after the holiday at 10AM. 

What we do offer for these holidays:
If the holiday is when your reservation starts, we offer delivery to DCA the night before the holiday. (DCA has 24 hour parking) Vehicle would be parked and details for self check in would be sent the night before. The parking fee would be the renters responsibility and submitted for reimbursement after your reservation is completed. 

Reagan parking rate: $25 for 24 hour parking. (As long as the car is retrieved on time). $12 additional if your miss the time of your reservation.",22312,Two,5.0,none,"[""*NO SMOKING - Any sign of smoking such as ashes, buds, or scent will lead to a cleaning fee assessed and implemented by Turo. *Car must be kept and returned clean.  Spills, pet hair(no pets), food, mud or dirt will be assessed by Turo for a cleaning fee implemented by Turo  *ONLY the renter is allowed to drive the vehicle*We pride ourselves on our communication and response time.  Please communicate in a timely manner if you feel you will not be on time for pick up or drop off (read Turo's policy for lateness) or if you would like to extend.""]",prius,va,50,878,toyota,52,5,"['$50', '$85']",cars,none,4,204,"Up to 15 miles","['Washington Reagan National Airport', 'Washington Dulles International Airport']","https://turo.com/rentals/cars/va/alexandria/toyota-prius/369739",1
"Liberty Mutual",2008,bethesda,"Clean and well maintained!",20817,Base,0.0,Gas,none,"es 350",md,none,898,lexus,26,5,"['$50', '$50', '$50']",cars,1000,4,67,none,"['Washington Reagan National Airport', 'Baltimore/Washington International Thurgood Marshall Airport', 'Washington Dulles International Airport']","https://turo.com/rentals/cars/md/bethesda/lexus-es-350/522569",1
